RegionID,SizeRank,RegionName,STATE,RegionType,StateName,3/31/2018,3/31/2019,3/31/2020,3/31/2021,3/31/2022,3/31/2023
394457,75,Charleston, SC,msa,SC,475428,484229,494604,554940,699540,757625
394648,76,Greensboro, NC,msa,NC,247345,259882,271655,305140,348842,372528
395134,77,Stockton, CA,msa,CA,510228,537455,546652,630310,758792,722910
394440,78,Cape Coral, FL,msa,FL,397281,408264,416114,460805,617491,653660
394399,79,Boise City, ID,msa,ID,419256,466422,514795,630031,728240,675712
394484,80,Colorado Springs, CO,msa,CO,446039,472939,499848,561010,649728,639173
394798,81,Little Rock, AR,msa,AR,246954,251246,257791,277278,314352,328655
394766,82,Lakeland, FL,msa,FL,247191,264576,278586,310513,388708,407628
394304,83,Akron, OH,msa,OH,248137,257161,266982,295716,328655,341903
394531,84,Des Moines, IA,msa,IA,319702,328223,334245,355838,399492,412309
395115,85,Springfield, MA,msa,MA,337502,348114,358025,395179,429615,447916
394931,87,Ogden, UT,msa,UT,419321,450261,483201,560765,679515,661155
394816,88,Madison, WI,msa,WI,405610,421564,438342,475526,514778,533726
395235,89,Winston, NC,msa,NC,245603,260008,273388,305737,346942,370951
394528,90,Deltona, FL,msa,FL,316037,332704,348870,384938,478063,502280
395143,91,Syracuse, NY,msa,NY,219804,227916,237265,264035,288400,309692
395006,92,Provo, UT,msa,UT,476374,514738,545048,626293,755045,730414
395160,93,Toledo, OH,msa,OH,207061,215915,223458,249013,272893,287187
395224,94,Wichita, KS,msa,KS,229326,236071,249811,273039,311019,327889
394549,95,Durham, NC,msa,NC,397647,416519,431699,479085,584356,610617
394352,96,Augusta, GA,msa,GA,235340,246499,258102,287707,333916,352646
394957,97,Palm Bay, FL,msa,FL,358101,371683,385340,432747,528727,552161
394711,98,Jackson, MS,msa,MS,246269,251262,256425,276096,313103,322475
394666,99,Harrisburg, PA,msa,PA,293239,300460,311237,342073,380330,404388
395113,100,Spokane, WA,msa,WA,354623,384068,426048,495235,581275,577349
395075,101,Scranton, PA,msa,PA,203029,206137,213093,236066,263241,271820
394460,102,Chattanooga, TN,msa,TN,279174,294830,312156,347745,418126,437252
394871,103,Modesto, CA,msa,CA,417744,439176,457157,513811,580416,570578
394768,104,Lancaster, PA,msa,PA,329260,343857,357934,396545,447727,476476
394997,105,Portland, ME,msa,ME,449754,472294,494536,582439,694486,718395
395245,106,Youngstown, OH,msa,OH,168912,174770,180807,202260,229552,239560
394770,107,Lansing, MI,msa,MI,238714,247333,263114,292685,320418,331151
394590,108,Fayetteville, AR,msa,AR,302633,313429,327123,373416,459908,489911
394589,109,Fayetteville, NC,msa,NC,206513,210894,219273,240339,274660,301908
394792,110,Lexington, KY,msa,KY,304281,313208,324072,355811,399382,424668
394971,111,Pensacola, FL,msa,FL,281987,301294,321010,366281,440997,464323
395068,112,Santa Rosa, CA,msa,CA,961062,976130,964972,1059700,1204891,1162155
395019,113,Reno, NV,msa,NV,548378,588106,611632,703403,854073,797712
394698,114,Huntsville, AL,msa,AL,273994,285674,307222,352191,421065,433312
