RegionID,SizeRank,RegionName,STATE,RegionType,StateName,3/31/2018,3/31/2019,3/31/2020,3/31/2021,3/31/2022,3/31/2023
394995,115,Port St. Lucie, FL,msa,FL,360122,378140,391503,435748,552860,584969
394761,116,Lafayette, LA,msa,LA,259119,258588,261404,265168,289586,295226
394898,117,Myrtle Beach, SC,msa,SC,321461,337242,351371,389095,488111,526842
395116,118,Springfield, MO,msa,MO,246985,257225,266958,301450,361128,373879
395195,119,Visalia, CA,msa,CA,306961,319339,328640,376532,438863,444728
394746,120,Killeen, TX,msa,TX,236330,248861,259397,288217,356926,372376
394338,121,Asheville, NC,msa,NC,397439,412068,429472,485537,579353,611301
395244,122,York, PA,msa,PA,280407,286140,297917,329886,366324,385006
395183,123,Vallejo, CA,msa,CA,578586,594874,603059,674482,761887,730295
753917,124,Santa Maria, CA,msa,CA,1273990,1285967,1277265,1479373,1951866,1915912
395050,125,Salinas, CA,msa,CA,962104,1008054,1016543,1192017,1464188,1440562
395048,126,Salem, OR,msa,OR,395117,419219,442229,492370,563415,571617
394870,127,Mobile, AL,msa,AL,200603,207615,221729,241440,278278,292270
395015,128,Reading, PA,msa,PA,263456,269170,279135,324323,366580,388083
394502,129,Corpus Christi, TX,msa,TX,252075,252145,265464,290521,342607,353688
394421,130,Brownsville, TX,msa,TX,179922,179084,183765,203488,252533,269579
394820,131,Manchester, NH,msa,NH,409684,422777,445686,510767,577993,592257
394612,132,Fort Wayne, IN,msa,IN,231503,244211,260498,293523,333069,344219
394658,133,Gulfport, MS,msa,MS,222805,228638,237488,260252,301733,312392
395051,134,Salisbury, MD,msa,DE,422026,434325,445269,506733,619998,638707
394596,135,Flint, MI,msa,MI,189163,199726,209427,238152,269809,272914
394972,136,Peoria, IL,msa,IL,201091,198501,200681,217791,244812,250654
394439,137,Canton, OH,msa,OH,205697,214756,222395,249597,279133,293492
395070,138,Savannah, GA,msa,GA,301554,316256,328392,359273,427054,467591
394327,139,Anchorage, AK,msa,AK,430414,445847,463559,468164,500329,508493
394372,140,Beaumont, TX,msa,TX,212438,219154,231466,241838,261739,267227
395096,141,Shreveport, LA,msa,LA,245631,250713,256827,266265,281094,287447
395164,142,Trenton, NJ,msa,NJ,480779,489334,492240,524181,594482,636357
394875,143,Montgomery, AL,msa,AL,235695,242803,253365,268357,302346,318606
394520,144,Davenport, IA,msa,IL,222141,231121,239208,255637,283349,292148
395146,145,Tallahassee, FL,msa,FL,290060,303518,320247,349439,397612,419586
394576,146,Eugene, OR,msa,OR,419356,440384,465900,526215,597596,610228
394901,147,Naples, FL,msa,FL,722858,756994,769997,855663,1247743,1381619
394332,148,Ann Arbor, MI,msa,MI,447061,465983,472609,501581,548799,560828
394927,149,Ocala, FL,msa,FL,237795,250866,261848,292919,367585,392494
394679,150,Hickory, NC,msa,NC,238373,252721,269988,309647,360791,385154
394697,151,Huntington, WV,msa,OH,182942,185851,189550,206392,224190,228517
394602,152,Fort Collins, CO,msa,CO,543092,570172,596216,652560,766535,768744
395033,153,Rockford, IL,msa,IL,185749,191336,198015,216127,246573,254431
394796,154,Lincoln, NE,msa,NE,306391,321870,332074,362108,405871,422508
394622,155,Gainesville, FL,msa,FL,291941,305796,320981,358649,415580,440518
394405,156,Boulder, CO,msa,CO,891931,931270,972784,1056859,1249596,1232225
394646,157,Green Bay, WI,msa,WI,265097,280000,295715,327270,369467,387119
394488,158,Columbus, GA,msa,GA,215713,224287,237782,263645,297862,311308
395107,159,South Bend, IN,msa,IN,222097,233602,245769,274044,314847,327929
395109,160,Spartanburg, SC,msa,SC,234831,248849,262426,293508,342959,361129
394645,161,Greeley, CO,msa,CO,471775,497358,522256,585701,682837,679153
394808,162,Lubbock, TX,msa,TX,249491,246042,251294,273393,313628,328403
394471,163,Clarksville, TN,msa,TN,232410,242817,259559,289525,355720,376041
395028,164,Roanoke, VA,msa,VA,285143,296421,312439,350213,391842,408069
394579,165,Evansville, IN,msa,IN,223694,229321,239815,268126,303867,312571
394747,167,Kingsport, TN,msa,TN,204801,217576,231757,253401,302405,322468
394741,168,Kennewick, WA,msa,WA,380571,410466,443187,479392,558911,568566
395179,169,Utica, NY,msa,NY,196219,202475,212816,240259,265606,280561
394660,170,Hagerstown, MD,msa,MD,273917,285284,295520,336976,383115,392511
394543,171,Duluth, MN,msa,MN,247689,255732,269641,298229,335861,345643
394937,172,Olympia, WA,msa,WA,432792,458659,488347,571251,653761,649172
394803,173,Longview, TX,msa,TX,218403,236697,247546,259838,300985,322933
395229,174,Wilmington, NC,msa,NC,401010,419737,437894,495550,610133,662664
395061,175,San Luis Obispo, CA,msa,CA,929379,937665,953499,1045096,1245214,1239175
753875,176,Crestview, FL,msa,FL,510266,546434,578845,663965,906447,960310
394851,177,Merced, CA,msa,CA,355654,382588,392255,442514,522627,504811
395197,178,Waco, TX,msa,TX,253958,266448,281787,316285,387672,402258
394447,179,Cedar Rapids, IA,msa,IA,255057,265336,275272,296371,332942,347048
394348,180,Atlantic City, NJ,msa,NJ,301780,323500,337359,392275,480691,517783
394412,181,Bremerton, WA,msa,WA,552187,583997,628674,739024,869683,846557
395103,182,Sioux Falls, SD,msa,SD,325189,342961,364916,401114,461830,484223
395065,183,Santa Cruz, CA,msa,CA,1249628,1237733,1222229,1418640,1771706,1637464
394572,184,Erie, PA,msa,PA,214659,218519,225995,248967,279533,290775
394924,185,Norwich, CT,msa,CT,365466,370580,376046,429362,482010,509386
394323,186,Amarillo, TX,msa,TX,239339,244394,251033,271350,317366,329721
394772,187,Laredo, TX,msa,TX,224766,233110,242396,259428,280610,290940
395171,188,Tuscaloosa, AL,msa,AL,243656,253594,267369,289003,322726,336601
394483,189,College Station, TX,msa,TX,336908,340540,342019,369254,416580,445191
394732,190,Kalamazoo, MI,msa,MI,255503,272931,287156,319119,363281,372674
394811,191,Lynchburg, VA,msa,VA,273873,284808,296304,329169,372103,388867
394455,192,Charleston, WV,msa,WV,178511,179024,181505,196252,214372,223065
395240,193,Yakima, WA,msa,WA,304753,325793,359245,405833,458711,463368
394585,194,Fargo, ND,msa,ND,332155,334455,350939,361150,394208,415756
394387,195,Binghamton, NY,msa,NY,176367,184758,189817,207306,228620,236530
394609,196,Fort Smith, AR,msa,AR,187928,192758,201844,220904,259601,270825
394334,197,Appleton, WI,msa,WI,280799,297381,312250,342752,379066,397427
395161,199,Topeka, KS,msa,KS,210569,222472,227189,262453,299922,321007
394813,200,Macon, GA,msa,GA,191654,204746,217607,237726,274752,292924
395174,201,Tyler, TX,msa,TX,278810,283010,296351,323817,382257,407731
394361,202,Barnstable Town, MA,msa,MA,721045,751663,763934,881339,1075086,1122816
394519,203,Daphne, AL,msa,AL,372437,398042,425642,474901,581735,609175
394378,205,Bellingham, WA,msa,WA,533202,572018,609590,710158,846968,819538
394429,206,Burlington, VT,msa,VT,422224,427883,444260,490578,559170,588966
395030,207,Rochester, MN,msa,MN,329730,344927,355040,397260,451511,459294
753895,208,Lafayette, IN,msa,IN,254048,261106,276522,307019,352931,358418
394454,209,Champaign, IL,msa,IL,236844,244547,245160,262651,295971,307942
394848,210,Medford, OR,msa,OR,472757,482350,491649,555245,626947,603261
394459,212,Charlottesville, VA,msa,VA,487621,506150,519156,567222,641576,662429
394763,213,Lake Charles, LA,msa,LA,274331,273784,273030,280441,298217,293918
394773,214,Las Cruces, NM,msa,NM,274725,281394,291959,325020,377642,397222
394464,215,Chico, CA,msa,CA,428917,0,494965,538821,593602,564998
394681,216,Hilton Head Island, SC,msa,SC,538347,560440,572413,637161,847333,928795
394346,217,Athens, GA,msa,GA,311797,335594,359458,408080,482274,498364
394765,218,Lake Havasu City, AZ,msa,AZ,303986,335588,352551,416967,515604,510479
394485,219,Columbia, MO,msa,MO,312923,316987,328857,366403,427178,435317
395114,220,Springfield, IL,msa,IL,205325,210351,221163,234565,261179,276876
394691,221,Houma, LA,msa,LA,237032,239042,250929,260500,269143,264421
394872,222,Monroe, LA,msa,LA,240785,242980,245261,254748,278526,280480
394565,223,Elkhart, IN,msa,IN,241894,258978,269252,302465,340753,351285
394726,224,Johnson City, TN,msa,TN,232073,243251,259074,286300,348298,365188
395247,225,Yuma, AZ,msa,AZ,221841,233308,248032,281894,345175,359404
394623,226,Gainesville, GA,msa,GA,348377,366724,380998,428597,525148,548048
394716,227,Jacksonville, NC,msa,NC,229680,245065,257008,282949,337174,370682
394597,228,Florence, SC,msa,SC,199047,204443,211341,229309,262759,278017
394680,229,Hilo, HI,msa,HI,618257,630527,649090,726537,949080,984896
395118,230,St. Cloud, MN,msa,MN,291118,305753,325306,360106,409406,418164
395011,231,Racine, WI,msa,WI,275187,294434,304082,332304,365100,380076
394380,232,Bend, OR,msa,OR,577716,611887,644924,790031,1011780,954916
395047,233,Saginaw, MI,msa,MI,168722,173526,183494,209018,231979,247222
395202,234,Warner Robins, GA,msa,GA,225489,235157,245354,264346,308279,331508
395151,235,Terre Haute, IN,msa,IN,171675,177428,185475,208898,233786,243197
395162,236,Torrington, CT,msa,CT,400042,398378,401366,477988,543724,567989
395009,237,Punta Gorda, FL,msa,FL,324496,341650,354208,398448,539124,559928
394386,239,Billings, MT,msa,MT,365583,377360,399616,438848,514028,540320
395018,240,Redding, CA,msa,CA,379181,394159,406162,455759,517534,498926
394748,241,Kingston, NY,msa,NY,343079,361201,374527,459357,537422,553411
394960,242,Panama City, FL,msa,FL,314130,334152,355984,395523,505037,542829
394729,243,Joplin, MO,msa,MO,213087,223472,233080,257018,295109,310310
394539,244,Dover, DE,msa,DE,292620,304222,316907,357891,414545,428809
394559,245,El Centro, CA,msa,CA,286856,294345,309004,338289,383344,387649
394712,246,Jackson, TN,msa,TN,187331,198915,216462,236468,283517,293402
395246,247,Yuba City, CA,msa,CA,382527,398367,420235,480011,550419,521493
394406,248,Bowling Green, KY,msa,KY,242564,251539,264573,294560,335817,359237
395119,249,St. George, UT,msa,UT,496179,537850,567872,638859,771178,748895
394896,250,Muskegon, MI,msa,MI,211806,216951,229180,263252,308921,315994
394299,251,Abilene, TX,msa,TX,219886,228833,235235,252568,294398,306546
394707,252,Iowa City, IA,msa,IA,354819,365677,375152,390008,426734,439813
394351,253,Auburn, AL,msa,AL,316613,325661,340337,371090,409897,434206
394860,254,Midland, TX,msa,TX,361516,405836,428095,423244,434937,439024
753869,255,Bloomington, IL,msa,IL,244319,240832,244034,264135,302698,329142
394671,255,Hattiesburg, MS,msa,MS,242110,241532,248619,266125,297420,305351
394944,257,Oshkosh, WI,msa,WI,267829,282269,297268,325802,358706,369728
394555,258,Eau Claire, WI,msa,WI,279488,295973,310861,346600,389093,399833
394651,259,Greenville, NC,msa,NC,229029,237665,248320,276740,323033,340055
394428,260,Burlington, NC,msa,NC,256828,266862,276969,308873,362907,384906
395210,261,Waterloo, IA,msa,IA,223988,232733,241786,254954,280634,299554
394480,262,Coeur d'Alene, ID,msa,ID,466957,500001,541487,659331,797990,834878
394553,263,East Stroudsburg, PA,msa,PA,229689,245876,258428,310821,379805,386576
395007,264,Pueblo, CO,msa,CO,269899,291648,312075,359041,409887,408265
394392,265,Blacksburg, VA,msa,VA,266350,276228,315848,353293,396355,401418
395215,266,Wausau, WI,msa,WI,232812,243266,257449,278708,299107,305343
394731,267,Kahului, HI,msa,HI,974002,1021634,1046542,1167822,1492993,1609356
394720,268,Janesville, WI,msa,WI,233168,250775,262610,292887,328038,344836
395170,269,Tupelo, MS,msa,MS,200705,203023,207170,222139,257662,260708
394393,270,Bloomington, IN,msa,IN,303262,314600,331330,371457,418357,423048
394930,271,Odessa, TX,msa,TX,233272,262279,294055,301555,298647,299831
394710,272,Jackson, MI,msa,MI,218284,233403,244607,275092,304275,313317
395125,273,State College, PA,msa,PA,367989,385788,399888,426776,459159,477447
395079,274,Sebastian, FL,msa,FL,433336,454985,459663,499333,653089,721731
394814,275,Madera, CA,msa,CA,373829,393823,406795,463079,545299,538629
394523,276,Decatur, AL,msa,AL,203003,209701,220864,253430,291760,306655
394453,277,Chambersburg, PA,msa,PA,251959,258124,262026,301378,339234,351308
395193,278,Vineland, NJ,msa,NJ,204322,207873,214450,240711,281504,299005
394703,279,Idaho Falls, ID,msa,ID,317302,341464,375469,454412,550914,529820
394639,280,Grand Junction, CO,msa,CO,370316,399198,426555,472924,545130,549201
394563,281,Elizabethtown, KY,msa,KY,216724,222178,234132,261965,301178,318133
