RegionID,SizeRank,RegionName,STATE,RegionType,StateName,3/31/2018,Monthly Pmt,Total 2018,3/31/2019,Monthly Pmt,Total 2019,3/31/2020,Monthly Pmt,Total 2020,3/31/2021,Monthly Pmt,Total 2021,3/31/2022,Monthly Pmt,Total 2022,3/31/2023,Monthly Pmt,Total 2023,,,
394454,209,Champaign, IL,msa,IL,"236,843.95","1,205.69"," 434,048.10 ","244,547.11","1,159.06"," 417,262.36 ","245,160.15","1,046.87"," 376,874.66 ","262,651.18","1,101.69"," 396,608.35 ","295,970.74","1,650.90"," 594,323.59 ","307,941.78","1,993.21"," 717,556.44 ",,,
394848,210,Medford, OR,msa,OR,"472,756.96","2,406.64"," 866,390.12 ","482,350.29","2,286.16"," 823,017.78 ","491,649.09","2,099.42"," 755,792.01 ","555,245.04","2,328.97"," 838,430.72 ","626,947.16","3,497.06"," 1,258,940.28 ","603,261.13","3,904.72"," 1,405,700.48 ",,,
394459,212,Charlottesville, VA,msa,VA,"487,620.56","2,482.30"," 893,629.65 ","506,150.20","2,398.96"," 863,626.75 ","519,156.17","2,216.88"," 798,077.51 ","567,222.48","2,379.21"," 856,516.89 ","641,576.24","3,578.66"," 1,288,316.18 ","662,429.31","4,287.70"," 1,543,572.35 ",,,
394763,213,Lake Charles, LA,msa,LA,"274,330.79","1,396.52"," 502,747.73 ","273,783.90","1,297.63"," 467,148.09 ","273,029.89","1,165.88"," 419,717.67 ","280,441.33","1,176.31"," 423,471.82 ","298,216.87","1,663.43"," 598,833.93 ","293,917.58","1,902.44"," 684,877.68 ",,,
394773,214,Las Cruces, NM,msa,NM,"274,724.98","1,398.53"," 503,470.13 ","281,393.83","1,333.70"," 480,132.65 ","291,958.87","1,246.71"," 448,816.41 ","325,020.12","1,363.30"," 490,786.65 ","377,642.13","2,106.45"," 758,323.70 ","397,221.86","2,571.09"," 925,594.13 ",,,
394464,215,Chico, CA,msa,CA,"428,916.78","2,183.46"," 786,047.15 ",,0.00, -   ,"494,964.82","2,113.58"," 760,889.14 ","538,821.33","2,260.09"," 813,630.60 ","593,602.23","3,311.06"," 1,191,982.05 ","564,998.28","3,657.06"," 1,316,541.57 ",,,
394681,216,Hilton Head Island, SC,msa,SC,"538,346.98","2,740.53"," 986,592.57 ","560,439.98","2,656.28"," 956,259.54 ","572,413.14","2,444.30"," 879,947.27 ","637,160.96","2,672.57"," 962,125.34 ","847,332.62","4,726.35"," 1,701,484.97 ","928,794.61","6,011.80"," 2,164,248.55 ",,,
394346,217,Athens, GA,msa,GA,"311,796.72","1,587.25"," 571,409.03 ","335,594.36","1,590.59"," 572,613.16 ","359,458.24","1,534.95"," 552,580.43 ","408,079.55","1,711.69"," 616,207.99 ","482,274.23","2,690.08"," 968,430.03 ","498,364.14","3,225.76"," 1,161,272.75 ",,,
394765,218,Lake Havasu City, AZ,msa,AZ,"303,986.35","1,547.49"," 557,095.49 ","335,587.98","1,590.56"," 572,602.27 ","352,551.07","1,505.45"," 541,962.32 ","416,966.57","1,748.97"," 629,627.56 ","515,604.15","2,875.99"," 1,035,358.12 ","510,478.80","3,304.17"," 1,189,501.95 ",,,
394485,219,Columbia, MO,msa,MO,"312,922.65","1,592.98"," 573,472.45 ","316,986.70","1,502.40"," 540,863.55 ","328,857.17","1,404.27"," 505,538.66 ","366,403.16","1,536.88"," 553,275.84 ","427,177.51","2,382.76"," 857,793.14 ","435,316.73","2,817.67"," 1,014,361.62 ",,,
395114,220,Springfield, IL,msa,IL,"205,324.96","1,045.24"," 376,285.35 ","210,351.17",996.99," 358,915.00 ","221,162.78",944.40," 339,984.48 ","234,565.34",983.88," 354,198.19 ","261,179.45","1,456.84"," 524,460.99 ","276,875.58","1,792.13"," 645,166.94 ",,,
394691,221,Houma, LA,msa,LA,"237,032.35","1,206.65"," 434,393.36 ","239,042.04","1,132.97"," 407,869.24 ","250,929.36","1,071.51"," 385,743.43 ","260,500.21","1,092.67"," 393,360.34 ","269,143.08","1,501.26"," 540,452.35 ","264,421.00","1,711.52"," 616,145.66 ",,,
394872,222,Monroe, LA,msa,LA,"240,785.06","1,225.75"," 441,270.71 ","242,980.01","1,151.63"," 414,588.47 ","245,260.84","1,047.30"," 377,029.44 ","254,748.22","1,068.54"," 384,674.73 ","278,526.47","1,553.60"," 559,294.65 ","280,480.03","1,815.46"," 653,565.91 ",,,
394565,223,Elkhart, IN,msa,IN,"241,894.35","1,231.40"," 443,303.63 ","258,977.91","1,227.46"," 441,885.14 ","269,251.56","1,149.75"," 413,909.39 ","302,464.84","1,268.69"," 456,727.74 ","340,753.20","1,900.69"," 684,248.94 ","351,284.55","2,273.76"," 818,552.42 ",,,
394726,224,Johnson City, TN,msa,TN,"232,072.55","1,181.40"," 425,303.87 ","243,250.98","1,152.92"," 415,050.81 ","259,073.84","1,106.29"," 398,263.60 ","286,300.42","1,200.89"," 432,319.16 ","348,298.02","1,942.78"," 699,399.30 ","365,187.71","2,363.75"," 850,949.14 ",,,
395247,225,Yuma, AZ,msa,AZ,"221,840.53","1,129.31"," 406,552.33 ","233,308.24","1,105.79"," 398,085.86 ","248,031.78","1,059.14"," 381,289.10 ","281,894.03","1,182.40"," 425,665.42 ","345,174.59","1,925.35"," 693,127.31 ","359,403.95","2,326.31"," 837,472.00 ",,,
394623,226,Gainesville, GA,msa,GA,"348,377.42","1,773.47"," 638,448.04 ","366,723.95","1,738.13"," 625,728.51 ","380,997.66","1,626.92"," 585,692.10 ","428,597.35","1,797.75"," 647,190.27 ","525,147.90","2,929.23"," 1,054,522.44 ","548,048.08","3,547.35"," 1,277,044.73 ",,,
394716,227,Jacksonville, NC,msa,NC,"229,680.07","1,169.22"," 420,919.33 ","245,065.08","1,161.52"," 418,146.15 ","257,008.21","1,097.47"," 395,088.19 ","282,949.06","1,186.83"," 427,258.54 ","337,174.24","1,880.73"," 677,062.22 ","370,682.07","2,399.31"," 863,751.93 ",,,
394597,228,Florence, SC,msa,SC,"199,047.17","1,013.28"," 364,780.46 ","204,443.48",968.99," 348,834.91 ","211,341.41",902.46," 324,886.49 ","229,308.57",961.83," 346,260.36 ","262,759.29","1,465.65"," 527,633.39 ","278,016.86","1,799.52"," 647,826.31 ",,,
394680,229,Hilo, HI,msa,HI,"618,257.18","3,147.33"," 1,133,038.66 ","630,527.35","2,988.46"," 1,075,847.22 ","649,090.49","2,771.72"," 997,820.22 ","726,537.28","3,047.46"," 1,097,085.31 ","949,080.45","5,293.89"," 1,905,799.54 ","984,895.96","6,374.93"," 2,294,974.19 ",,,
395118,230,St. Cloud, MN,msa,MN,"291,118.33","1,481.98"," 533,513.13 ","305,752.50","1,449.15"," 521,695.02 ","325,305.86","1,389.11"," 500,079.37 ","360,106.08","1,510.46"," 543,767.13 ","409,406.31","2,283.63"," 822,107.71 ","418,163.60","2,706.64"," 974,391.92 ",,,
395011,231,Racine, WI,msa,WI,"275,186.61","1,400.88"," 504,316.13 ","294,434.40","1,395.51"," 502,383.33 ","304,081.75","1,298.48"," 467,452.42 ","332,304.14","1,393.85"," 501,785.66 ","365,099.93","2,036.50"," 733,138.35 ","380,076.40","2,460.12"," 885,642.30 ",,,
394380,232,Bend, OR,msa,OR,"577,715.72","2,940.95"," 1,058,741.03 ","611,887.25","2,900.12"," 1,044,042.25 ","644,924.14","2,753.93"," 991,415.46 ","790,030.61","3,313.78"," 1,192,961.46 ","1,011,779.64","5,643.62"," 2,031,702.55 ","954,916.08","6,180.88"," 2,225,116.00 ",,,
395047,233,Saginaw, MI,msa,MI,"168,721.78",858.90," 309,205.14 ","173,526.45",822.45," 296,082.24 ","183,494.01",783.55," 282,077.82 ","209,017.76",876.72," 315,620.85 ","231,978.94","1,293.96"," 465,824.95 ","247,222.49","1,600.20"," 576,070.22 ",,,
395202,234,Warner Robins, GA,msa,GA,"225,489.33","1,147.89"," 413,239.24 ","235,157.24","1,114.56"," 401,240.74 ","245,353.64","1,047.70"," 377,172.10 ","264,345.90","1,108.80"," 399,167.41 ","308,279.41","1,719.56"," 619,040.00 ","331,507.87","2,145.75"," 772,469.41 ",,,
395151,235,Terre Haute, IN,msa,IN,"171,674.90",873.94," 314,617.13 ","177,428.28",840.94," 302,739.80 ","185,474.54",792.01," 285,122.41 ","208,898.17",876.22," 315,440.27 ","233,785.77","1,304.04"," 469,453.16 ","243,197.11","1,574.14"," 566,690.40 ",,,
395162,236,Torrington, CT,msa,CT,"400,041.79","2,036.47"," 733,129.88 ","398,378.30","1,888.16"," 679,739.25 ","401,365.76","1,713.90"," 617,003.14 ","477,987.56","2,004.92"," 721,770.44 ","543,723.92","3,032.84"," 1,091,823.98 ","567,988.73","3,676.42"," 1,323,509.82 ",,,
395009,237,Punta Gorda, FL,msa,FL,"324,495.84","1,651.89"," 594,681.86 ","341,649.60","1,619.29"," 582,945.01 ","354,208.28","1,512.53"," 544,509.88 ","398,448.20","1,671.29"," 601,664.47 ","539,124.35","3,007.19"," 1,082,587.82 ","559,927.59","3,624.24"," 1,304,726.00 ",,,
394386,239,Billings, MT,msa,MT,"365,582.86","1,861.05"," 669,979.30 ","377,359.92","1,788.55"," 643,876.30 ","399,615.85","1,706.43"," 614,313.08 ","438,848.33","1,840.75"," 662,669.44 ","514,028.42","2,867.21"," 1,032,193.98 ","540,319.78","3,497.32"," 1,259,036.49 ",,,
395018,240,Redding, CA,msa,CA,"379,181.48","1,930.28"," 694,900.59 ","394,159.16","1,868.17"," 672,540.27 ","406,161.51","1,734.38"," 624,375.45 ","455,759.46","1,911.68"," 688,205.58 ","517,534.09","2,886.76"," 1,039,233.54 ","498,925.88","3,229.39"," 1,162,581.70 ",,,
394748,241,Kingston, NY,msa,NY,"343,079.48","1,746.50"," 628,738.86 ","361,201.25","1,711.96"," 616,305.32 ","374,527.19","1,599.29"," 575,745.31 ","459,357.21","1,926.77"," 693,638.25 ","537,422.18","2,997.69"," 1,079,169.78 ","553,410.76","3,582.06"," 1,289,540.68 ",,,
394960,242,Panama City, FL,msa,FL,"314,129.79","1,599.12"," 575,684.70 ","334,151.81","1,583.75"," 570,151.79 ","355,983.73","1,520.11"," 547,239.21 ","395,523.32","1,659.02"," 597,247.84 ","505,037.24","2,817.05"," 1,014,139.26 ","542,829.45","3,513.57"," 1,264,884.44 ",,,
394729,243,Joplin, MO,msa,MO,"213,087.14","1,084.75"," 390,510.58 ","223,471.96","1,059.17"," 381,302.55 ","233,080.39",995.29," 358,304.94 ","257,017.50","1,078.06"," 388,101.38 ","295,108.87","1,646.09"," 592,592.91 ","310,310.10","2,008.54"," 723,075.02 ",,,
394539,244,Dover, DE,msa,DE,"292,620.07","1,489.63"," 536,265.27 ","304,222.17","1,441.90"," 519,083.87 ","316,907.39","1,353.25"," 487,168.75 ","357,891.16","1,501.17"," 540,422.56 ","414,545.47","2,312.30"," 832,427.40 ","428,808.87","2,775.55"," 999,197.20 ",,,
394559,245,El Centro, CA,msa,CA,"286,856.41","1,460.28"," 525,702.59 ","294,345.31","1,395.09"," 502,231.32 ","309,003.69","1,319.50"," 475,018.71 ","338,289.21","1,418.95"," 510,823.23 ","383,344.27","2,138.26"," 769,773.87 ","387,649.46","2,509.14"," 903,288.82 ",,,
394712,246,Jackson, TN,msa,TN,"187,331.27",953.64," 343,309.51 ","198,915.24",942.78," 339,402.26 ","216,461.79",924.33," 332,757.84 ","236,468.01",991.86," 357,071.26 ","283,517.37","1,581.44"," 569,316.62 ","293,402.41","1,899.10"," 683,677.25 ",,,
395246,247,Yuba City, CA,msa,CA,"382,527.27","1,947.31"," 701,032.19 ","398,366.55","1,888.11"," 679,719.20 ","420,234.79","1,794.47"," 646,009.73 ","480,010.50","2,013.40"," 724,825.12 ","550,418.77","3,070.19"," 1,105,267.57 ","521,492.53","3,375.46"," 1,215,165.81 ",,,
394406,248,Bowling Green, KY,msa,KY,"242,564.05","1,234.81"," 444,530.94 ","251,539.01","1,192.20"," 429,192.40 ","264,573.08","1,129.77"," 406,717.36 ","294,559.95","1,235.53"," 444,791.21 ","335,816.61","1,873.16"," 674,336.03 ","359,236.95","2,325.23"," 837,082.86 ",,,
395119,249,St. George, UT,msa,UT,"496,179.40","2,525.87"," 909,314.86 ","537,850.42","2,549.21"," 917,715.75 ","567,871.66","2,424.91"," 872,965.84 ","638,859.13","2,679.69"," 964,689.61 ","771,177.65","4,301.56"," 1,548,562.10 ","748,894.91","4,847.37"," 1,745,051.82 ",,,
394896,250,Muskegon, MI,msa,MI,"211,805.79","1,078.23"," 388,162.33 ","216,951.16","1,028.27"," 370,176.33 ","229,180.23",978.64," 352,309.38 ","263,251.70","1,104.21"," 397,515.15 ","308,921.08","1,723.13"," 620,328.50 ","315,993.83","2,045.33"," 736,319.08 ",,,
394299,251,Abilene, TX,msa,TX,"219,885.88","1,119.36"," 402,970.17 ","228,832.59","1,084.58"," 390,449.21 ","235,234.75","1,004.49"," 361,616.75 ","252,567.50","1,059.39"," 381,381.80 ","294,397.56","1,642.12"," 591,164.57 ","306,546.05","1,984.18"," 714,304.15 ",,,
394707,252,Iowa City, IA,msa,IA,"354,818.83","1,806.26"," 650,252.78 ","365,676.99","1,733.17"," 623,942.12 ","375,151.87","1,601.96"," 576,705.60 ","390,007.66","1,635.89"," 588,919.09 ","426,733.86","2,380.28"," 856,902.27 ","439,813.48","2,846.78"," 1,024,839.81 ",,,
394351,253,Auburn, AL,msa,AL,"316,612.95","1,611.77"," 580,235.42 ","325,660.58","1,543.51"," 555,663.49 ","340,337.30","1,453.30"," 523,186.59 ","371,089.51","1,556.53"," 560,352.32 ","409,896.89","2,286.37"," 823,092.82 ","434,206.30","2,810.48"," 1,011,774.13 ",,,
394860,254,Midland, TX,msa,TX,"361,516.04","1,840.35"," 662,526.31 ","405,835.83","1,923.51"," 692,463.77 ","428,095.49","1,828.04"," 658,093.66 ","423,244.09","1,775.30"," 639,106.74 ","434,936.68","2,426.04"," 873,373.93 ","439,023.72","2,841.67"," 1,022,999.53 ",,,
753869,255,Bloomington, IL,msa,IL,"244,319.23","1,243.74"," 447,747.54 ","240,831.97","1,141.45"," 410,923.34 ","244,034.16","1,042.07"," 375,143.72 ","264,135.16","1,107.91"," 398,849.19 ","302,697.79","1,688.42"," 607,831.83 ","329,141.70","2,130.43"," 766,955.84 ",,,
394671,255,Hattiesburg, MS,msa,MS,"242,109.83","1,232.50"," 443,698.52 ","241,532.44","1,144.77"," 412,118.53 ","248,619.23","1,061.64"," 382,192.16 ","266,125.49","1,116.26"," 401,854.62 ","297,419.68","1,658.98"," 597,233.13 ","305,351.41","1,976.45"," 711,520.44 ",,,
394944,257,Oshkosh, WI,msa,WI,"267,828.57","1,363.42"," 490,831.54 ","282,268.98","1,337.85"," 481,625.89 ","297,267.52","1,269.38"," 456,977.18 ","325,802.05","1,366.58"," 491,967.38 ","358,706.34","2,000.83"," 720,299.72 ","369,727.72","2,393.13"," 861,528.13 ",,,
394555,258,Eau Claire, WI,msa,WI,"279,488.45","1,422.78"," 512,199.82 ","295,972.90","1,402.80"," 505,008.42 ","310,861.08","1,327.43"," 477,874.00 ","346,600.25","1,453.81"," 523,373.06 ","389,092.90","2,170.33"," 781,317.40 ","399,832.81","2,587.99"," 931,678.08 ",,,
394651,259,Greenville, NC,msa,NC,"229,028.80","1,165.90"," 419,725.79 ","237,664.95","1,126.44"," 405,519.56 ","248,320.22","1,060.37"," 381,732.50 ","276,740.35","1,160.79"," 417,883.27 ","323,033.21","1,801.85"," 648,666.34 ","340,055.15","2,201.07"," 792,386.02 ",,,
394428,260,Burlington, NC,msa,NC,"256,827.63","1,307.42"," 470,670.85 ","266,862.43","1,264.83"," 455,338.22 ","276,968.79","1,182.70"," 425,772.78 ","308,873.13","1,295.57"," 466,404.39 ","362,906.95","2,024.26"," 728,734.74 ","384,906.16","2,491.38"," 896,896.46 ",,,
395210,261,Waterloo, IA,msa,IA,"223,987.56","1,140.24"," 410,487.05 ","232,733.06","1,103.07"," 397,104.45 ","241,785.59","1,032.46"," 371,687.08 ","254,953.92","1,069.40"," 384,985.34 ","280,633.85","1,565.35"," 563,526.37 ","299,553.91","1,938.92"," 698,011.28 ",,,
394480,262,Coeur d'Alene, ID,msa,ID,"466,957.32","2,377.12"," 855,761.51 ","500,000.93","2,369.82"," 853,134.46 ","541,486.73","2,312.24"," 832,405.37 ","659,331.40","2,765.56"," 995,603.13 ","797,989.94","4,451.12"," 1,602,402.48 ","834,878.39","5,403.91"," 1,945,407.87 ",,,
394553,263,East Stroudsburg, PA,msa,PA,"229,689.00","1,169.27"," 420,935.70 ","245,875.63","1,165.36"," 419,529.16 ","258,427.68","1,103.53"," 397,270.29 ","310,821.11","1,303.74"," 469,345.87 ","379,805.08","2,118.52"," 762,667.01 ","386,576.33","2,502.19"," 900,788.24 ",,,
395007,264,Pueblo, CO,msa,CO,"269,899.46","1,373.96"," 494,626.72 ","291,648.21","1,382.30"," 497,629.35 ","312,075.27","1,332.61"," 479,740.53 ","359,040.59","1,506.00"," 542,158.22 ","409,886.68","2,286.31"," 823,072.32 ","408,265.13","2,642.57"," 951,326.81 ",,,
394392,265,Blacksburg, VA,msa,VA,"266,349.93","1,355.89"," 488,121.74 ","276,228.09","1,309.22"," 471,318.53 ","315,848.37","1,348.72"," 485,540.76 ","353,293.45","1,481.89"," 533,479.93 ","396,355.27","2,210.83"," 795,900.59 ","401,417.85","2,598.25"," 935,371.49 ",,,
395215,266,Wausau, WI,msa,WI,"232,811.59","1,185.16"," 426,658.26 ","243,266.37","1,152.99"," 415,077.07 ","257,448.85","1,099.35"," 395,765.57 ","278,708.18","1,169.04"," 420,854.73 ","299,106.74","1,668.39"," 600,620.83 ","305,342.86","1,976.39"," 711,500.51 ",,,
394731,267,Kahului, HI,msa,HI,"974,002.19","4,958.30"," 1,784,988.79 ","1,021,633.95","4,842.16"," 1,743,179.01 ","1,046,541.87","4,468.91"," 1,608,805.95 ","1,167,821.88","4,898.43"," 1,763,433.57 ","1,492,992.83","8,327.78"," 2,998,001.96 ","1,609,355.90","10,416.87"," 3,750,071.48 ",,,
394720,268,Janesville, WI,msa,WI,"233,168.43","1,186.98"," 427,312.22 ","250,774.70","1,188.58"," 427,888.28 ","262,609.82","1,121.39"," 403,699.32 ","292,886.98","1,228.51"," 442,264.99 ","328,038.47","1,829.77"," 658,717.15 ","344,835.53","2,232.01"," 803,525.12 ",,,
395170,269,Tupelo, MS,msa,MS,"200,705.46","1,021.72"," 367,819.50 ","203,023.38",962.26," 346,411.84 ","207,170.41",884.65," 318,474.58 ","222,138.70",931.76," 335,433.72 ","257,661.95","1,437.22"," 517,397.68 ","260,708.45","1,687.49"," 607,494.79 ",,,
394393,270,Bloomington, IN,msa,IN,"303,262.03","1,543.80"," 555,768.08 ","314,599.80","1,491.09"," 536,790.86 ","331,330.31","1,414.83"," 509,340.51 ","371,457.48","1,558.08"," 560,907.96 ","418,357.12","2,333.56"," 840,081.37 ","423,047.93","2,738.26"," 985,773.24 ",,,
394930,271,Odessa, TX,msa,TX,"233,271.70","1,187.50"," 427,501.47 ","262,279.34","1,243.11"," 447,518.25 ","294,054.66","1,255.66"," 452,038.18 ","301,554.81","1,264.87"," 455,353.58 ","298,646.51","1,665.82"," 599,696.67 ","299,831.09","1,940.71"," 698,657.16 ",,,
394710,272,Jackson, MI,msa,MI,"218,284.46","1,111.21"," 400,035.36 ","233,402.94","1,106.24"," 398,247.44 ","244,607.38","1,044.51"," 376,024.91 ","275,091.88","1,153.87"," 415,394.05 ","304,274.55","1,697.22"," 610,998.04 ","313,317.38","2,028.01"," 730,082.50 ",,,
395125,273,State College, PA,msa,PA,"367,989.30","1,873.30"," 674,389.42 ","385,788.44","1,828.49"," 658,257.60 ","399,887.83","1,707.59"," 614,731.18 ","426,776.48","1,790.11"," 644,440.72 ","459,159.44","2,561.15"," 922,014.41 ","477,446.62","3,090.36"," 1,112,531.39 ",,,
395079,274,Sebastian, FL,msa,FL,"433,336.03","2,205.96"," 794,146.01 ","454,984.60","2,156.46"," 776,324.64 ","459,662.73","1,962.84"," 706,620.69 ","499,332.87","2,094.45"," 754,002.27 ","653,089.05","3,642.87"," 1,311,434.47 ","721,730.71","4,671.54"," 1,681,754.64 ",,,
394814,275,Madera, CA,msa,CA,"373,829.32","1,903.03"," 685,092.04 ","393,823.45","1,866.58"," 671,967.46 ","406,795.31","1,737.08"," 625,349.77 ","463,078.52","1,942.38"," 699,257.50 ","545,299.18","3,041.63"," 1,094,987.18 ","538,629.19","3,486.38"," 1,255,097.13 ",,,
394523,276,Decatur, AL,msa,AL,"203,002.79","1,033.42"," 372,029.66 ","209,700.56",993.90," 357,804.88 ","220,863.59",943.12," 339,524.55 ","253,429.78","1,063.01"," 382,683.86 ","291,759.66","1,627.41"," 585,867.54 ","306,654.51","1,984.88"," 714,556.88 ",,,
394453,277,Chambersburg, PA,msa,PA,"251,959.49","1,282.64"," 461,749.34 ","258,123.59","1,223.41"," 440,427.44 ","262,025.97","1,118.89"," 402,801.79 ","301,377.94","1,264.13"," 455,086.50 ","339,234.44","1,892.22"," 681,199.20 ","351,308.43","2,273.91"," 818,608.07 ",,,
395193,278,Vineland, NJ,msa,NJ,"204,322.17","1,040.13"," 374,447.60 ","207,872.96",985.24," 354,686.51 ","214,450.18",915.74," 329,665.48 ","240,710.58","1,009.66"," 363,477.62 ","281,504.27","1,570.21"," 565,274.22 ","299,005.07","1,935.37"," 696,732.39 ",,,
394703,279,Idaho Falls, ID,msa,ID,"317,301.76","1,615.27"," 581,497.75 ","341,464.07","1,618.41"," 582,628.45 ","375,468.67","1,603.31"," 577,192.61 ","454,412.40","1,906.03"," 686,171.49 ","550,914.37","3,072.95"," 1,106,262.76 ","529,819.78","3,429.36"," 1,234,569.71 ",,,
394639,280,Grand Junction, CO,msa,CO,"370,315.58","1,885.15"," 678,652.64 ","399,197.55","1,892.05"," 681,137.10 ","426,555.09","1,821.46"," 655,725.67 ","472,924.36","1,983.68"," 714,124.91 ","545,129.57","3,040.68"," 1,094,646.60 ","549,201.18","3,554.81"," 1,279,731.65 ",,,
394563,281,Elizabethtown, KY,msa,KY,"216,723.57","1,103.26"," 397,174.82 ","222,178.44","1,053.04"," 379,095.46 ","234,131.97",999.78," 359,921.49 ","261,965.26","1,098.81"," 395,572.60 ","301,177.70","1,679.94"," 604,779.42 ","318,132.71","2,059.18"," 741,303.03 ",,,
394917,282,Niles, MI,msa,MI,"289,131.32","1,471.87"," 529,871.67 ","302,214.19","1,432.38"," 515,657.72 ","306,617.98","1,309.31"," 471,351.26 ","348,100.94","1,460.11"," 525,639.13 ","411,478.85","2,295.19"," 826,269.47 ","428,490.71","2,773.49"," 998,455.84 ",,,
394873,283,Monroe, MI,msa,MI,"242,410.28","1,234.03"," 444,249.14 ","255,737.30","1,212.10"," 436,355.79 ","263,401.14","1,124.77"," 404,915.78 ","292,659.09","1,227.56"," 441,920.87 ","322,621.73","1,799.56"," 647,840.07 ","332,177.52","2,150.08"," 774,029.81 ",,,
395066,284,Santa Fe, NM,msa,NM,"569,198.62","2,897.59"," 1,043,132.31 ","595,888.45","2,824.29"," 1,016,744.05 ","645,683.07","2,757.17"," 992,582.13 ","744,783.82","3,123.99"," 1,124,637.94 ","881,486.98","4,916.86"," 1,770,068.58 ","882,628.59","5,712.98"," 2,056,673.92 ",,,
394493,285,Concord, NH,msa,NH,"359,553.24","1,830.36"," 658,929.22 ","373,857.06","1,771.94"," 637,899.49 ","395,260.18","1,687.83"," 607,617.28 ","460,585.72","1,931.93"," 695,493.32 ","531,790.08","2,966.28"," 1,067,860.25 ","554,408.94","3,588.52"," 1,291,866.61 ",,,
394314,286,Alexandria, LA,msa,LA,"233,826.76","1,190.33"," 428,518.69 ","232,848.45","1,103.61"," 397,301.33 ","234,398.19","1,000.92"," 360,330.74 ","245,665.08","1,030.44"," 370,959.01 ","257,268.21","1,435.02"," 516,607.03 ","258,542.94","1,673.47"," 602,448.78 ",,,
395163,287,Traverse City, MI,msa,MI,"383,130.15","1,950.38"," 702,137.05 ","399,655.77","1,894.22"," 681,918.95 ","425,670.68","1,817.68"," 654,366.10 ","479,483.69","2,011.19"," 724,029.62 ","591,341.41","3,298.45"," 1,187,442.21 ","628,727.29","4,069.56"," 1,465,040.94 ",,,
394359,288,Bangor, ME,msa,ME,"218,467.40","1,112.14"," 400,370.62 ","227,513.96","1,078.33"," 388,199.28 ","236,721.35","1,010.84"," 363,902.03 ","276,148.04","1,158.30"," 416,988.87 ","322,668.92","1,799.82"," 647,934.83 ","339,116.64","2,195.00"," 790,199.14 ",,,
394685,289,Homosassa Springs, FL,msa,FL,"248,366.90","1,264.35"," 455,165.44 ","263,362.95","1,248.24"," 449,367.18 ","275,472.20","1,176.31"," 423,472.13 ","317,447.78","1,331.53"," 479,352.27 ","395,933.88","2,208.48"," 795,054.42 ","419,343.14","2,714.28"," 977,140.45 ",,,
394662,290,Hanford, CA,msa,CA,"293,050.29","1,491.82"," 537,053.70 ","302,082.18","1,431.76"," 515,432.48 ","306,026.37","1,306.78"," 470,441.80 ","371,823.01","1,559.61"," 561,459.92 ","426,906.98","2,381.25"," 857,249.91 ","428,013.90","2,770.40"," 997,344.79 ",,,
394723,291,Jefferson City, MO,msa,MO,"243,402.77","1,239.08"," 446,068.01 ","257,444.55","1,220.19"," 439,268.82 ","262,709.14","1,121.81"," 403,852.00 ","298,127.16","1,250.49"," 450,177.76 ","342,644.13","1,911.24"," 688,046.02 ","356,006.63","2,304.32"," 829,555.67 ",,,
394598,292,Florence, AL,msa,AL,"204,586.80","1,041.48"," 374,932.57 ","210,590.63",998.12," 359,323.58 ","222,770.72",951.27," 342,456.30 ","247,469.82","1,038.01"," 373,684.20 ","286,812.97","1,599.82"," 575,934.34 ","307,125.80","1,987.93"," 715,655.07 ",,,
394537,293,Dothan, AL,msa,AL,"204,004.74","1,038.52"," 373,865.87 ","207,053.44",981.36," 353,288.19 ","215,878.69",921.84," 331,861.47 ","230,539.97",967.00," 348,119.80 ","261,259.62","1,457.28"," 524,621.98 ","278,264.98","1,801.12"," 648,404.47 ",,,
394802,294,London, KY,msa,KY,"164,224.96",836.01," 300,964.12 ","161,623.06",766.03," 275,771.89 ","164,523.88",702.54," 252,915.82 ","187,664.37",787.16," 283,376.82 ","211,458.67","1,179.50"," 424,619.26 ","226,123.99","1,463.63"," 526,907.15 ",,,
394306,295,Albany, GA,msa,GA,"175,134.39",891.55," 320,957.10 ","180,908.93",857.44," 308,678.71 ","189,361.18",808.60," 291,097.19 ","208,905.40",876.25," 315,451.18 ","244,686.61","1,364.84"," 491,342.57 ","259,914.82","1,682.35"," 605,645.50 ",,,
395102,297,Sioux City, IA,msa,IA,"241,475.30","1,229.27"," 442,535.66 ","247,866.66","1,174.80"," 422,926.39 ","255,425.42","1,090.71"," 392,655.03 ","275,793.59","1,156.82"," 416,453.64 ","305,907.14","1,706.32"," 614,276.36 ","324,466.39","2,100.17"," 756,061.57 ",,,
395223,298,Wichita Falls, TX,msa,TX,"172,538.32",878.33," 316,199.46 ","181,634.22",860.88," 309,916.25 ","193,091.70",824.53," 296,831.96 ","213,675.23",896.26," 322,653.72 ","253,312.08","1,412.95"," 508,662.93 ","264,550.15","1,712.35"," 616,446.60 ",,,
395152,299,Texarkana, TX,msa,TX,"190,769.08",971.14," 349,609.76 ","196,631.30",931.96," 335,505.25 ","205,030.96",875.52," 315,185.70 ","224,522.11",941.76," 339,032.72 ","261,085.89","1,456.31"," 524,273.12 ","271,283.03","1,755.93"," 632,135.35 ",,,
